comparison,case_id,policy,left,right,jaccard,intersection_over_min,reason,selected_count_delta,qualified_rate_delta
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,science_hypothesis__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__empty,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__agents__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__agents__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__empty,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__empty,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__agents__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__agents__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__related,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__agents__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__agents__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__related,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__related,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__agents__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__agents__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__unrelated,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__agents__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__agents__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__unrelated,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__agents__unrelated,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__agents__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__agents__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__empty,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__learning__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__learning__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__empty,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__empty,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__learning__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__learning__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__related,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__learning__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__learning__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__related,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__related,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__learning__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__learning__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__unrelated,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__science__empty,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__science__empty,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__science__empty,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__science__related,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__science__related,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__science__related,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_retrieval__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
baseline_v03_vs_stage_a_fixed,science_retrieval__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.25,0.5,,-1,-0.19999999999999996
balanced_vs_novelty,science_retrieval__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_retrieval__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_communication__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_communication__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_memory__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_memory__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_planning__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_planning__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__science__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__science__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__science__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,agent_tools__science__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,agent_tools__science__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__agents__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__agents__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__agents__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__agents__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__agents__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__agents__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__learning__empty,balanced,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__learning__empty,balanced,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__learning__empty,novelty,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__learning__empty,novelty,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__learning__empty,recognition,empty,related,1.0,1.0,,0,0.0
empty_vs_unrelated_memory,learning_exploration__learning__empty,recognition,empty,unrelated,1.0,1.0,,0,0.0
empty_vs_related_memory,learning_exploration__science__empty,balanced,empty,related,1.0,1.0,,0,0.0
